section,pair,total_ms,pre_join_ms,join_ms,post_join_ms,build_only_ms,verifier_only_ms,verifier_finish_before_build_ms,retain_ms,preflight_ms,handoff_ms,release_preparation_ms,other_ms
samples,1,15.258073806762695,-11.123999999999995,-47.64800100000002,113.08270799999997,-103.56400100000019,26.04245800000001,-73.696459,-75.22358299999999,-27.68354099999999,28.519625999999988,35.906583,-0.5717181932373023
samples,2,90.27290344238281,-17.175999999999988,55.16320800000017,110.94537500000001,-2.447792000000163,68.48429099999998,-13.330083000000059,-54.187542,-18.20616700000005,23.70391699999999,19.985416999999998,-29.955304557617183
samples,3,120.6657886505127,-7.810000000000002,3.3264580000000024,131.54116799999997,-1.062541999999894,28.503791000000092,-25.174333000000047,-52.600958,-21.272624999999948,27.00512500000002,20.917582999999997,19.559037650512437
samples,4,93.57905387878418,-19.051000000000002,-39.01141699999994,131.16341699999998,-15.900417000000061,-4.124917000000096,-34.88250000000005,-69.168834,14.524583000000007,32.73650000000001,21.026374999999998,21.35942987878434
samples,5,105.05533218383789,-2.882000000000005,10.70004199999994,89.982708,3.9830420000000686,6.676917000000003,4.02312500000005,-61.36575,-1.7422090000000026,15.592165999999992,18.97475,35.79562518383818
samples,6,33.161163330078125,1.399000000000001,-24.50695900000005,111.25491800000003,5.990041000000019,-14.923541,-9.590418,-49.235625000000006,-20.300959000000034,25.061874000000017,17.003792,-27.514877669922043
